,count,mean,std,min,25%,50%,75%,max
Sensor_037,1567.0,49.41748934269304,1.1822505937377963,40.2289,49.421899999999994,49.6036,49.7471,50.1652
Sensor_038,1567.0,66.22128028079133,0.3040437919245168,64.9193,66.04079999999999,66.23179999999999,66.34305,67.9586
Sensor_039,1567.0,86.8365664326739,0.44661309737266003,84.7327,86.5783,86.8207,87.0024,88.4188
Sensor_040,1567.0,118.67937555839183,1.8066576198035011,111.7128,118.0156,118.3993,118.9396,133.3898
Sensor_041,1567.0,68.06396617740907,23.911897381751317,1.434,74.84,78.29,80.18,86.12
Sensor_042,1567.0,3.3487920229738353,2.342518470809941,-0.0759,2.699,3.074,3.515,37.88
Sensor_043,1567.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0
Sensor_044,1567.0,355.53774339502235,6.232884432440088,342.7545,350.80225,353.72090000000003,360.7718,377.2973
Sensor_045,1567.0,10.031167358008934,0.17498172419231903,9.464,9.92545,10.03485,10.15245,11.053
Sensor_046,1567.0,136.74284084237397,7.846745694679063,108.8464,130.73045000000002,136.4,142.09095000000002,176.3136
Sensor_047,1567.0,733.6726693044035,12.166429590611887,699.8139,724.444,733.45,741.4495,789.7523
Sensor_048,1567.0,1.1780047543075942,0.18958534016382217,0.4967,0.985,1.25105,1.3402,1.5111
Sensor_049,1567.0,139.97225357370772,4.522806242460083,125.7982,136.93,140.00775,143.1941,163.2509
Sensor_050,1567.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Sensor_051,1567.0,632.2536330567964,8.641253849912381,607.3927,625.92865,631.3709,638.12815,667.7418
Sensor_052,1567.0,157.43751790044672,60.909166148047575,40.2614,115.53745,183.31815,206.9767,258.5432
Sensor_053,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_054,1567.0,4.592978940650926,0.05487960993731607,3.706,4.574,4.596,4.617,4.764
Sensor_055,1567.0,4.8385341416719845,0.05950496037052433,3.932,4.816,4.843,4.869,5.011
Sensor_056,1567.0,2856.166560306318,25.716644477212345,2801.0,2836.0,2854.0,2874.0,2936.0
Sensor_057,1567.0,0.9288548181238034,0.006799528621779173,0.8755,0.9255,0.931,0.9331,0.9378
Sensor_058,1567.0,0.9492152520740269,0.0041706177033784255,0.9319,0.9467,0.9493,0.952,0.9598
Sensor_059,1567.0,4.593259157626037,0.08499239642232267,4.2199,4.5319,4.5727,4.6686,4.8475
Sensor_060,1567.0,2.9512491703892785,9.511839205445071,-28.9882,-1.85545,0.94725,4.3377,168.1455
Sensor_061,1567.0,355.1538866624122,6.01691664906603,324.7145,350.60685,353.7991,359.66545,373.8664
Sensor_062,1567.0,10.423194830887045,0.2743510714182353,9.4611,10.28405,10.4367,10.59055,11.7849
Sensor_063,1567.0,116.50121640076578,8.612493674668183,81.49,112.05545000000001,116.2118,120.9182,287.1509
Sensor_064,1567.0,13.986603988513084,7.104105749767813,1.6591,10.38365,13.24605,16.325499999999998,188.0923
Sensor_065,1567.0,20.53978273771538,4.9664518826376085,6.4482,17.3773,20.02135,22.79955,48.9882
Sensor_066,1567.0,27.127927536694326,7.10600550726976,4.308,23.07445,26.26145,29.90735,118.0836
Sensor_067,1567.0,706.6676999361838,11.600798138834607,632.4226,698.79655,706.4536,714.5210500000001,770.6084
Sensor_068,1567.0,16.655186470963628,306.9141827970854,0.4137,0.8915,0.9783,1.0649,7272.8283
Sensor_069,1567.0,147.43818921506065,4.231976103944817,87.0255,145.2423,147.5973,149.9359,167.8309
Sensor_070,1567.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Sensor_071,1567.0,619.1014223994895,9.520899472298384,581.7773,612.78365,619.0327,625.16045,722.6018
Sensor_072,1567.0,104.32242948308868,31.591384424264692,21.4332,87.5846,102.6043,115.4396,238.4775
Sensor_075,1567.0,0.002677409061901723,0.10598617701949979,0.0,0.0,0.0,0.0,4.1955
Sensor_076,1567.0,-0.006893809827696236,0.0221208103154839,-0.1049,-0.019200000000000002,-0.0063,0.0066,0.2315
Sensor_077,1567.0,-0.029382961072112315,0.03294792085313516,-0.1862,-0.05135,-0.0289,-0.0069,0.0723
Sensor_078,1567.0,-0.007085194639438417,0.031128916188366496,-0.1046,-0.0294,-0.0099,0.0089,0.1331
Sensor_079,1567.0,-0.013625079770261644,0.04750425499773199,-0.3482,-0.0473,-0.0125,0.01205,0.2492
Sensor_080,1567.0,0.0034145500957243136,0.022904800874534056,-0.0568,-0.0107,0.0006,0.0128,0.1013
Sensor_081,1567.0,-0.01838021697511168,0.04886227789383756,-0.1437,-0.04295,-0.0087,0.0087,0.1186
Sensor_082,1567.0,-0.021129546904913848,0.016891268648725352,-0.0982,-0.0271,-0.0196,-0.012150000000000001,0.0584
Sensor_083,1567.0,0.006078557753669433,0.03579731380024538,-0.2129,-0.017349999999999997,0.0076,0.0268,0.1437
Sensor_084,1567.0,7.452076419910657,0.516086673768209,5.8257,7.10435,7.467449999999999,7.80735,8.9904
Sensor_085,1567.0,0.1331070835992342,0.005031919276391251,0.1174,0.1298,0.133,0.1363,0.1505
Sensor_087,1567.0,2.4018715379706443,0.037331861206894176,2.2425,2.37685,2.4039,2.4286,2.5555
Sensor_088,1567.0,0.982420293554563,0.01284784209124775,0.7749,0.9758,0.9874,0.9897,0.9935
Sensor_089,1567.0,1807.8150211231653,53.5372622024135,1627.4714,1777.4703,1809.2492,1841.873,2105.1823
Sensor_090,1567.0,0.18874869176770898,0.05151358743261424,0.1113,0.16975,0.1901,0.20015,1.4727
Sensor_091,1567.0,8827.468460689215,389.8070416980106,7397.31,8578.56995,8825.435099999999,9055.259999999998,10746.6
Sensor_092,1567.0,0.0024305041480536054,0.08751494797296736,-0.357,-0.04265,0.0,0.05035,0.3627
Sensor_093,1567.0,0.0005067645181876197,0.0032289625923509306,-0.0126,-0.00115,0.0004,0.002,0.0281
Sensor_094,1567.0,-0.0005400765794511806,0.0030079357779373666,-0.0171,-0.0016,-0.0002,0.001,0.0133
Sensor_095,1567.0,-2.903637523931079e-05,0.00017381021366591866,-0.002,-0.0001,0.0,0.0001,0.0011
Sensor_096,1567.0,5.979578813018507e-05,0.00010427372935495266,-0.0009,0.0,0.0,0.0001,0.0009
Sensor_097,1567.0,0.017076005105296745,0.21915861640124212,-1.4803,-0.0884,0.0039,0.1212,2.5093
Sensor_098,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_099,1567.0,-0.01807319719208679,0.4262922561567168,-5.2717,-0.2173,0.0,0.18864999999999998,2.5698
Sensor_100,1567.0,0.001534205488194002,0.06262015804213632,-0.5283,-0.0298,0.0,0.0298,0.8854
Sensor_101,1567.0,-2.1186981493299304e-05,0.00035485736545496336,-0.003,-0.0002,0.0,0.0002,0.0023
Sensor_102,1567.0,-7.211231652839822e-06,0.00022033950507861823,-0.0024,-0.0001,0.0,0.0001,0.0017
Sensor_103,1567.0,0.0011103382259093813,0.06284695824979973,-0.5353,-0.0353,0.0,0.0336,0.2979
Sensor_104,1567.0,-0.009789470325462667,0.0030626114555129956,-0.0329,-0.0118,-0.0101,-0.0082,0.0203
Sensor_105,1567.0,-1.4613911933631145e-05,0.0008501653889944821,-0.0119,-0.0004,0.0,0.0004,0.0071
Sensor_106,1567.0,-0.0004967453733248245,0.0031962415469484204,-0.0281,-0.0019,-0.0002,0.0011,0.0127
Sensor_107,1567.0,0.0005382259093809828,0.0029822570532338885,-0.0133,-0.001,0.0002,0.0015500000000000002,0.0172
Sensor_108,1567.0,-0.0017591576260370138,0.08730710658114217,-0.5226,-0.048350000000000004,0.0,0.048600000000000004,0.4856
Sensor_109,1567.0,-0.010790172303765156,0.08659140686254702,-0.3454,-0.0644,-0.0112,0.03785,0.3938
Sensor_113,1567.0,0.45996161455009565,0.03617378488680084,0.0,0.4624,0.46285,0.4634,0.4885
Sensor_114,1567.0,0.9454241863433311,0.012132872116028426,0.8534,0.9386,0.9464,0.9523,0.9763
Sensor_115,1567.0,0.00012252712188895982,0.0016680941765186146,0.0,0.0,0.0,0.0,0.0414
Sensor_116,1567.0,747.3837915762605,48.94924986407111,544.0254,721.023,750.8614,776.7818500000001,924.5318
Sensor_117,1567.0,0.9871299298021697,0.009496504239941776,0.89,0.9895,0.9905,0.9909,0.9924
Sensor_118,1567.0,58.62590791320995,6.4851744537311315,52.8068,57.9783,58.5491,59.1339,311.7344
Sensor_119,1567.0,0.5984206764518188,0.008039522030857905,0.5274,0.5942,0.599,0.6033,0.6245
Sensor_120,1567.0,0.9707770899808551,0.008948561944527181,0.8411,0.9648,0.9694,0.9783,0.9827
Sensor_121,1567.0,6.310863050414805,0.124304390873507,5.1259,6.2464,6.3136,6.37585,7.522
Sensor_122,1567.0,15.79638800255265,0.09933224077688654,15.46,15.73,15.79,15.86,16.07
Sensor_123,1567.0,3.898266751754946,0.9015201311858977,1.671,3.202,3.877,4.392,6.889
Sensor_124,1567.0,15.82966177409062,0.10800324228928837,15.17,15.77,15.83,15.9,16.1
Sensor_125,1567.0,15.794620293554562,0.11382064792656044,15.43,15.73,15.78,15.87,16.1
Sensor_126,1567.0,1.1847204850031907,0.27976446487384804,0.3122,0.9744,1.144,1.338,2.465
Sensor_127,1567.0,2.7506381620931717,0.25274419780901397,2.34,2.574,2.735,2.873,3.991
Sensor_128,1567.0,0.6485087428206764,0.13501982099944593,0.3161,0.5489,0.6539,0.7124,1.175
Sensor_129,1567.0,3.192198468410976,0.2634144126553963,0.0,3.076,3.195,3.311,3.895
Sensor_130,1567.0,-0.5518601148691767,1.217365649295664,-3.779,-0.8988,-0.1419,0.0473,2.458
Sensor_131,1567.0,0.7450555520102107,0.08230034922117213,0.4199,0.6887,0.75875,0.8145,0.8884
Sensor_132,1567.0,0.9978080089342694,0.0022441042363657796,0.9936,0.9964,0.99775,0.9989,1.019
Sensor_133,1567.0,2.318513273771538,0.05304659981728026,2.1911,2.2773,2.3124,2.3583,2.4723
Sensor_134,1567.0,1004.0431287172943,6.5209806825185535,980.451,1000.04545,1004.05,1008.6706,1020.9944
Sensor_135,1567.0,39.3894800893427,2.983031823396962,33.3658,37.3689,38.9026,40.8046,64.1287
Sensor_136,1567.0,117.9323548181238,57.45491224432436,58.0,92.0,109.0,127.0,994.0
Sensor_137,1567.0,138.18098276962348,53.80687541993386,36.1,90.15,134.6,180.9,295.8
Sensor_138,1567.0,122.67064454371412,52.13716270960716,19.2,81.4,117.7,161.6,334.7
Sensor_139,1567.0,57.58781021059349,12.291095843351172,19.8,51.0,55.9001,62.9001,141.7998
Sensor_140,1567.0,416.0771848755584,262.2217434747911,0.0,243.8411,339.561,494.806,1770.6909
Sensor_141,1567.0,25.847023611997443,504.6569463769987,0.0319,0.1318,0.2358,0.4348,9998.8944
Sensor_142,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_143,1567.0,6.638155711550735,3.5365224321582684,1.74,5.11,6.26,7.5,103.39
Sensor_144,1567.0,0.004167900446713465,0.0012782829400742456,0.0,0.0033,0.0039,0.0049,0.0121
Sensor_145,1567.0,0.119992150606254,0.06130522892999138,0.0324,0.0839,0.1075,0.13265,0.6253
Sensor_146,1567.0,0.06361499680918953,0.026524236219131584,0.0214,0.048049999999999995,0.0586,0.0718,0.2507
Sensor_147,1567.0,0.05500363752393108,0.021831267330318593,0.0227,0.04235,0.05,0.0615,0.2479
Sensor_148,1567.0,0.01740906190172304,0.027105638281393684,0.0043,0.01,0.0159,0.0213,0.9783
Sensor_149,1567.0,8.47060082961072,18.728670500118568,1.4208,6.3628,7.9173,9.58185,742.9421
Sensor_150,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_151,1567.0,6.812615188257817,3.2389559012302094,1.337,4.4655000000000005,5.9510000000000005,8.2695,22.318
Sensor_152,1567.0,14.041556158264196,30.97311889086442,2.02,8.096,10.9935,14.341999999999999,536.564
Sensor_153,1567.0,1.1953393746011485,23.34169442424822,0.1544,0.37385,0.4687,0.6775,924.378
Sensor_154,1567.0,0.011924888321633697,0.00933679086735919,0.0036,0.0073,0.0111,0.0149,0.2389
Sensor_155,1567.0,7.697616209317166,5.234204408656748,1.2438,5.9315999999999995,7.5127,9.05095,191.5478
Sensor_156,1567.0,0.5059770261646458,1.1189366300656955,0.14,0.24,0.32,0.45,12.71
Sensor_157,1567.0,0.058088576898532224,0.07917448771823374,0.0111,0.036250000000000004,0.0487,0.0667,2.2016
Sensor_160,1567.0,882.3490746649649,982.4588546384898,0.0,411.5,623.0,963.5,7791.0
Sensor_161,1567.0,555.1965539246969,574.4567034390393,0.0,295.0,438.0,624.5,4170.0
Sensor_162,1567.0,4064.996171027441,4236.854877182437,0.0,1322.5,2614.0,5033.0,37943.0
Sensor_163,1567.0,4793.308870453095,6550.267099469884,0.0,451.0,1784.0,6376.0,36871.0
Sensor_164,1567.0,0.14017868538608808,0.12191320208644589,0.0,0.091,0.12,0.154,0.957
Sensor_165,1567.0,0.12789278876834717,0.24238269929455358,0.0,0.0685,0.089,0.116,1.817
Sensor_166,1567.0,0.2519387364390555,0.40707638279512587,0.0,0.132,0.184,0.2545,3.286
Sensor_167,1567.0,2.7886407147415446,1.1190609673905931,0.8,2.1,2.6,3.2,21.1
Sensor_168,1567.0,1.2357370772176133,0.6323640110327533,0.3,0.9,1.2,1.5,16.3
Sensor_169,1567.0,0.12438991703892788,0.04760858906410802,0.033,0.09,0.119,0.1505,0.725
Sensor_170,1567.0,0.400468410976388,0.1977916202047188,0.046,0.2305,0.412,0.536,1.143
Sensor_171,1567.0,0.684331397574984,0.15741769183677534,0.2979,0.5756,0.686,0.7973,1.153
Sensor_172,1567.0,0.12005928525845565,0.0607657582082661,0.0089,0.0798,0.1125,0.1403,0.494
Sensor_173,1567.0,0.32011490108487556,0.07122031793988474,0.1287,0.2766,0.3238499999999999,0.3702,0.5484
Sensor_174,1567.0,0.5761928525845564,0.09570340237432008,0.2538,0.5169,0.5776,0.6345,0.8643
Sensor_175,1567.0,0.3201151563497128,0.07122419688060931,0.1287,0.2765,0.3238499999999999,0.3702,0.5484
Sensor_176,1567.0,0.7780373324824504,0.11628525828226811,0.4616,0.6922,0.7682,0.8439,1.172
Sensor_177,1567.0,0.24471659221442243,0.07489388162496774,0.0735,0.1963,0.2429,0.29374999999999996,0.4411
Sensor_178,1567.0,0.3946987874920229,0.2828229658822933,0.047,0.222,0.299,0.423,1.858
Sensor_179,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_180,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_181,1567.0,19.01305041480536,3.310584964787745,9.4,16.85,18.69,20.965,48.67
Sensor_182,1567.0,0.5467555839183152,0.22433083035705323,0.093,0.378,0.524,0.6884999999999999,3.573
Sensor_183,1567.0,10.780153158902362,4.162749420172685,3.17,7.735,10.17,13.335,55.0
Sensor_184,1567.0,26.661514550095724,6.833931489221957,5.014,21.171999999999997,27.2005,31.687,72.947
Sensor_185,1567.0,0.14480765794511805,0.1101629527608368,0.0297,0.1022,0.1326,0.1691,3.2283
Sensor_186,1567.0,7.365338225909381,7.186442361331039,1.94,5.39,6.735,8.45,267.91
Sensor_187,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_188,1567.0,17.936244352265472,8.607162448461548,6.22,14.51,17.865000000000002,20.86,307.93
Sensor_189,1567.0,43.20950255264837,21.70507511424166,6.613,24.714,40.209500000000006,57.6725,191.83
Sensor_190,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_191,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_192,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_193,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_194,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_195,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_196,1567.0,0.2870127632418634,0.3946844785905789,0.08,0.2195,0.259,0.296,4.838
Sensor_197,1567.0,8.67996171027441,15.686267350638984,1.75,5.045,6.78,9.51,396.11
Sensor_198,1567.0,20.089942565411615,10.532021945830373,9.22,17.15,19.37,21.45,252.87
Sensor_199,1567.0,0.5568481174218252,0.5367373563376633,0.09,0.296,0.424,0.7244999999999999,10.017
Sensor_200,1567.0,11.520714741544351,16.41504092149439,2.77,6.745,8.57,11.425,390.12
Sensor_201,1567.0,17.598560944479896,8.671307265173812,3.21,14.175,17.235,20.16,199.62
Sensor_202,1567.0,7.8345373324824505,5.093582572458797,0.0,5.025,6.76,9.485,126.53
Sensor_203,1567.0,10.162831397574985,14.590630826382993,0.0,6.1015,8.462,11.93195,490.561
Sensor_204,1567.0,30.07323407785578,17.428314156972792,7.728,24.667,30.097,33.5045,500.349
Sensor_205,1567.0,32.09541212507976,564.021107986679,0.0429,0.1143,0.1582,0.2306,9998.4483
Sensor_206,1567.0,9.045105296745373,11.519236522545281,2.3,6.05,7.74,9.93,320.05
Sensor_207,1567.0,0.0012763241863433313,0.050523740683827624,0.0,0.0,0.0,0.0,2.0
Sensor_208,1567.0,20.373663050414805,17.464051096428147,4.01,16.365000000000002,19.72,22.365000000000002,457.65
Sensor_209,1567.0,73.26425398851308,28.013322784725048,5.359,56.2205,73.248,90.45249999999999,172.349
Sensor_210,1567.0,0.029451180599872367,1.1658353162793182,0.0,0.0,0.0,0.0,46.15
Sensor_211,1567.0,0.08872539885130826,0.04175614537197477,0.0319,0.0659,0.0797,0.09905,0.5164
Sensor_212,1567.0,0.05670051052967454,0.024816636362573776,0.0022,0.04395,0.0532,0.0641,0.3227
Sensor_213,1567.0,0.051281493299298014,0.03135800491259194,0.0071,0.0326,0.0416,0.0621,0.5941
Sensor_214,1567.0,0.06027957881301851,0.052624346608928264,0.0037,0.03695,0.056,0.0734,1.2837
Sensor_215,1567.0,0.08314792597319719,0.05602972944413784,0.0193,0.057050000000000003,0.0754,0.09325,0.7615
Sensor_216,1567.0,0.08109738353541798,0.030203195631511637,0.0059,0.0636,0.0825,0.0981,0.3429
Sensor_217,1567.0,0.08350063816209316,0.025566487325743823,0.0097,0.0698,0.0846,0.0973,0.2828
Sensor_218,1567.0,0.07148321633694958,0.045943645366322464,0.0079,0.0461,0.0617,0.08604999999999999,0.6744
Sensor_219,1567.0,3.771375590299936,1.1700677262517125,1.034,2.9462,3.63075,4.4033999999999995,8.8015
Sensor_220,1567.0,0.003252074026802808,0.0016399371462998474,0.0007,0.0023,0.003,0.0038,0.0163
Sensor_222,1567.0,0.06071754945756223,0.023305226741659302,0.02,0.0402,0.0609,0.0765,0.2305
Sensor_223,1567.0,0.0088211869814933,0.055936767099401596,0.0003,0.0014,0.0023,0.0055,0.9911
Sensor_224,1567.0,122.84657102744097,55.15600267648889,32.2637,95.14735,119.436,144.5028,1768.8802
Sensor_225,1567.0,0.05873350350989151,0.07012816706213966,0.0093,0.03005,0.0398,0.0592,1.4361
Sensor_226,1567.0,1038.656079514997,426.25925688046385,168.7998,726.5,967.2998,1252.3996499999998,3601.2998
Sensor_227,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_228,1567.0,0.019121697511167837,0.010749251133280036,0.0062,0.01325,0.0165,0.0212,0.1541
Sensor_229,1567.0,0.01784141671984684,0.01073834103139612,0.0072,0.01265,0.0155,0.02,0.2133
Sensor_230,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_231,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_232,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_233,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_234,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_235,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_236,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_237,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_238,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_239,1567.0,0.004791129546904914,0.001696876911282806,0.0013,0.0037,0.0046,0.0057,0.0244
Sensor_240,1567.0,0.004574664964901084,0.0014404980423110682,0.0014,0.0036,0.0044,0.0053,0.0236
Sensor_241,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_242,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_243,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_244,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_248,1567.0,0.04133969368219528,0.05102334058249482,0.0,0.02515,0.027,0.030100000000000002,0.4914
Sensor_249,1567.0,0.025171218889597953,0.04923507178550766,0.003,0.0147,0.021,0.0273,0.9732
Sensor_250,1567.0,0.0010652201659221443,0.015770787828204295,0.0,0.0,0.0,0.0,0.4138
Sensor_251,1567.0,109.65096668793873,54.59727398697559,21.0107,76.13215,103.0936,131.7584,1119.7042
Sensor_252,1567.0,0.004284811742182515,0.03747249206938111,0.0003,0.0007,0.001,0.0013,0.9909
Sensor_253,1567.0,4.645114869176771,64.35475571189657,0.7673,2.20565,2.8646,3.79505,2549.9885
Sensor_254,1567.0,0.033179195915762606,0.022254581828914623,0.0094,0.0246,0.0308,0.0377,0.4517
Sensor_255,1567.0,0.01394320357370772,0.009132138563170595,0.0017,0.0047,0.015,0.0213,0.0787
Sensor_256,1567.0,0.4038481174218251,0.12033416842013536,0.1269,0.3076,0.4051,0.48095,0.9255
Sensor_257,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_258,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_259,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_260,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_261,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_262,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_263,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_264,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_265,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_266,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_267,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_268,1567.0,0.0705869814932993,0.029572843528207576,0.0198,0.044,0.0706,0.0916,0.1578
Sensor_269,1567.0,19.49687747287811,7.326430268764007,6.098,13.828,17.977,24.653,40.855
Sensor_270,1567.0,3.7774860242501593,1.1493941690135747,1.3017,2.9624,3.7035,4.3768,10.1529
Sensor_271,1567.0,29.25873726866624,8.388633687527848,15.5471,24.9823,28.7735,31.691650000000003,158.526
Sensor_272,1567.0,46.05514275686024,17.83219332474864,10.4015,30.04305,45.6765,59.48415,132.6479
Sensor_273,1567.0,41.29243442884493,17.698031287307444,6.9431,27.1015,40.01925,54.1665,122.1174
Sensor_274,1567.0,20.175882514358648,3.813720635658312,8.6512,18.279249999999998,19.5809,22.0891,43.5737
Sensor_275,1567.0,136.06289514996809,85.25856181201182,0.0,81.2474,110.6014,161.9791,659.1696
Sensor_276,1567.0,8.616245692405872,168.19447024893728,0.0111,0.0448,0.0784,0.1449,3332.5964
Sensor_277,1567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sensor_278,1567.0,2.2096040842373963,1.1911378120686251,0.5615,1.69855,2.0831,2.5130999999999997,32.1709
Sensor_279,1567.0,0.0011173580089342693,0.00033905799011701407,0.0,0.0009,0.0011,0.0013,0.0034
Sensor_280,1567.0,0.04105194639438418,0.0202766723820396,0.0107,0.0283,0.0372,0.04575,0.1884
